journal,year,t,method
Quarterly Journal of Economics,2005,4.941176414489746,IV
Quarterly Journal of Economics,2005,7.75,IV
Quarterly Journal of Economics,2005,6.135135173797607,IV
Quarterly Journal of Economics,2005,2.0833332538604736,IV
Quarterly Journal of Economics,2005,12.76271152496338,IV
Quarterly Journal of Economics,2005,14.666666984558104,IV
Quarterly Journal of Economics,2005,0.3959134519100189,IV
Quarterly Journal of Economics,2005,14.527777671813965,IV
Quarterly Journal of Economics,2005,9.75,IV
Quarterly Journal of Economics,2005,23.56521797180176,IV
Quarterly Journal of Economics,2005,9.507936477661133,IV
Quarterly Journal of Economics,2005,4.440000057220459,IV
Quarterly Journal of Economics,2005,18.677419662475582,IV
Quarterly Journal of Economics,2005,5.495652198791504,IV
Quarterly Journal of Economics,2005,20.375,IV
Quarterly Journal of Economics,2005,11.155555725097656,IV
Quarterly Journal of Economics,2005,5.333333492279053,IV
Quarterly Journal of Economics,2005,4.894514560699463,IV
Quarterly Journal of Economics,2005,6.766666889190674,IV
Quarterly Journal of Economics,2005,3.7142856121063232,IV
Quarterly Journal of Economics,2005,4.754385948181152,IV
Quarterly Journal of Economics,2005,5.186567306518555,IV
Quarterly Journal of Economics,2005,0.2857142984867096,IV
Quarterly Journal of Economics,2005,2.1529412269592285,IV
Quarterly Journal of Economics,2005,2.25,IV
Quarterly Journal of Economics,2005,54.83333206176758,IV
Quarterly Journal of Economics,2005,2,IV
Quarterly Journal of Economics,2005,32.125,IV
Quarterly Journal of Economics,2005,1.6511627435684204,IV
Quarterly Journal of Economics,2005,1.545454502105713,IV
Quarterly Journal of Economics,2005,14.2619047164917,IV
Quarterly Journal of Economics,2005,5.606666564941406,IV
Quarterly Journal of Economics,2005,22,IV
Quarterly Journal of Economics,2005,3.9206349849700928,IV
Quarterly Journal of Economics,2005,9.333333015441896,IV
Quarterly Journal of Economics,2005,12.306122779846191,IV
Quarterly Journal of Economics,2005,63.66666793823242,IV
Quarterly Journal of Economics,2005,85.5,IV
Quarterly Journal of Economics,2005,26.14285659790039,IV
Quarterly Journal of Economics,2005,1.3610223531723022,IV
Quarterly Journal of Economics,2005,5.333333492279053,IV
Quarterly Journal of Economics,2005,14.021276473999023,IV
Quarterly Journal of Economics,2005,0.8461538553237915,IV
Quarterly Journal of Economics,2005,4.766497611999512,IV
Quarterly Journal of Economics,2005,4.601910591125488,IV
Quarterly Journal of Economics,2005,5.044334888458252,IV
Quarterly Journal of Economics,2005,3.620689630508423,IV
Quarterly Journal of Economics,2005,3.6666667461395264,IV
Quarterly Journal of Economics,2005,3.310606002807617,IV
Quarterly Journal of Economics,2005,16.35714340209961,IV
Quarterly Journal of Economics,2005,11.945205688476562,IV
Quarterly Journal of Economics,2005,68,IV
Quarterly Journal of Economics,2005,8.030769348144531,IV
Quarterly Journal of Economics,2005,0.3333333432674408,IV
Quarterly Journal of Economics,2005,55.45454406738281,IV
Quarterly Journal of Economics,2005,0.6499999761581421,IV
Quarterly Journal of Economics,2005,30.5,IV
Quarterly Journal of Economics,2005,1.0259740352630615,IV
Quarterly Journal of Economics,2005,1.1538461446762085,IV
Quarterly Journal of Economics,2005,1.399999976158142,IV
Quarterly Journal of Economics,2005,20.33333396911621,IV
Quarterly Journal of Economics,2005,10.666666984558104,IV
Quarterly Journal of Economics,2005,8.51282024383545,IV
Quarterly Journal of Economics,2005,6.137614727020264,IV
Quarterly Journal of Economics,2005,0.9375,IV
Quarterly Journal of Economics,2005,11.666666984558104,IV
Quarterly Journal of Economics,2005,1.7333333492279053,IV
Quarterly Journal of Economics,2005,54,IV
Quarterly Journal of Economics,2005,5.762962818145752,IV
Quarterly Journal of Economics,2005,2.9819819927215576,IV
Quarterly Journal of Economics,2005,0.1428571492433548,IV
Quarterly Journal of Economics,2005,2.436781644821167,IV
Quarterly Journal of Economics,2005,8.59375,IV
Quarterly Journal of Economics,2005,5.373831748962402,IV
Quarterly Journal of Economics,2005,35.17647171020508,IV
Quarterly Journal of Economics,2005,50.16666793823242,IV
Quarterly Journal of Economics,2005,13.481481552124023,IV
Quarterly Journal of Economics,2005,9.333333015441896,IV
Quarterly Journal of Economics,2005,6.260354995727539,IV
Quarterly Journal of Economics,2005,15.5,IV
Quarterly Journal of Economics,2005,3.930894374847412,IV
Quarterly Journal of Economics,2005,44.42856979370117,IV
Quarterly Journal of Economics,2005,47.5,IV
Quarterly Journal of Economics,2005,0.8085106611251831,IV
Quarterly Journal of Economics,2005,1.1392405033111572,IV
Quarterly Journal of Economics,2005,73.5,IV
Quarterly Journal of Economics,2005,5.05555534362793,IV
Quarterly Journal of Economics,2005,4.809523582458496,IV
Quarterly Journal of Economics,2005,6.191489219665527,IV
Quarterly Journal of Economics,2005,7.530864238739014,IV
Quarterly Journal of Economics,2005,32.04999923706055,IV
Quarterly Journal of Economics,2005,0.4615384638309479,IV
Quarterly Journal of Economics,2005,5.857142925262451,IV
Quarterly Journal of Economics,2005,0.2307692319154739,IV
Quarterly Journal of Economics,2005,0.3636363744735718,IV
Quarterly Journal of Economics,2005,25,IV
Quarterly Journal of Economics,2005,1.3448275327682495,IV
Quarterly Journal of Economics,2005,48.625,IV
Quarterly Journal of Economics,2005,8.84615421295166,IV
Quarterly Journal of Economics,2005,2.412060260772705,IV
Quarterly Journal of Economics,2005,12.571428298950195,IV
Quarterly Journal of Economics,2005,4.557046890258789,IV
Quarterly Journal of Economics,2005,9.5,IV
Quarterly Journal of Economics,2005,5.4285712242126465,IV
Quarterly Journal of Economics,2005,10,IV
Quarterly Journal of Economics,2005,7,IV
Quarterly Journal of Economics,2005,62.099998474121094,IV
Quarterly Journal of Economics,2005,10,IV
Quarterly Journal of Economics,2005,4.307692527770996,IV
Quarterly Journal of Economics,2005,0.6666666865348816,IV
Quarterly Journal of Economics,2005,14,IV
Quarterly Journal of Economics,2005,8.837838172912598,IV
Quarterly Journal of Economics,2005,3.9770991802215576,IV
Quarterly Journal of Economics,2005,31,IV
Quarterly Journal of Economics,2005,40.846153259277344,IV
Quarterly Journal of Economics,2005,0.8478260636329651,IV
Quarterly Journal of Economics,2005,23.25,IV
Quarterly Journal of Economics,2005,19.16216278076172,IV
Quarterly Journal of Economics,2005,8.08088207244873,IV
Quarterly Journal of Economics,2005,70.57142639160156,IV
Quarterly Journal of Economics,2005,4.324041843414307,IV
Quarterly Journal of Economics,2005,1.8543046712875368,IV
Quarterly Journal of Economics,2005,6,IV
Quarterly Journal of Economics,2005,0.15000000596046448,IV
Quarterly Journal of Economics,2005,29.11111068725586,IV
Quarterly Journal of Economics,2005,18.25,IV
Quarterly Journal of Economics,2005,41.66666793823242,IV
Quarterly Journal of Economics,2005,1.9767441749572752,IV
Quarterly Journal of Economics,2005,2.1876676082611084,IV
Quarterly Journal of Economics,2005,7.6806721687316895,IV
Quarterly Journal of Economics,2005,0.5,IV
Quarterly Journal of Economics,2005,22,IV
Quarterly Journal of Economics,2005,2.5460386276245117,IV
Quarterly Journal of Economics,2005,0.8536585569381714,IV
Quarterly Journal of Economics,2005,2.45320200920105,IV
Quarterly Journal of Economics,2005,1.128205180168152,IV
Quarterly Journal of Economics,2005,22.94285774230957,IV
Quarterly Journal of Economics,2005,34.818180084228516,IV
Quarterly Journal of Economics,2005,1.384615421295166,IV
Quarterly Journal of Economics,2005,0.5522388219833374,IV
Quarterly Journal of Economics,2005,4.16304349899292,IV
Quarterly Journal of Economics,2005,23.071428298950195,IV
Quarterly Journal of Economics,2005,8.372727394104004,IV
Quarterly Journal of Economics,2005,20,IV
Quarterly Journal of Economics,2005,1.7894736528396606,IV
Quarterly Journal of Economics,2005,34.35714340209961,IV
Quarterly Journal of Economics,2005,0.3846153914928436,IV
Quarterly Journal of Economics,2005,43.71428680419922,IV
Quarterly Journal of Economics,2005,40,IV
Quarterly Journal of Economics,2005,0.4067796468734741,IV
Quarterly Journal of Economics,2005,0.375,IV
Quarterly Journal of Economics,2005,52.28571319580078,IV
Quarterly Journal of Economics,2005,0.3207547068595886,IV
Quarterly Journal of Economics,2005,7.257731914520264,IV
Quarterly Journal of Economics,2005,12,IV
Quarterly Journal of Economics,2005,45.42856979370117,IV
Quarterly Journal of Economics,2005,1.100000023841858,IV
Quarterly Journal of Economics,2005,12,IV
Quarterly Journal of Economics,2005,2.1578948497772217,IV
Quarterly Journal of Economics,2005,12.324999809265137,IV
Quarterly Journal of Economics,2005,91,IV
Quarterly Journal of Economics,2005,41.64285659790039,IV
Quarterly Journal of Economics,2005,47.5,IV
Quarterly Journal of Economics,2005,10.15384578704834,IV
Quarterly Journal of Economics,2005,8.855072021484375,IV
Quarterly Journal of Economics,2005,25,IV
Quarterly Journal of Economics,2005,7.599999904632568,IV
Quarterly Journal of Economics,2005,10.11111068725586,IV
Quarterly Journal of Economics,2005,4.292372703552246,IV
Quarterly Journal of Economics,2005,9.756097793579102,IV
Quarterly Journal of Economics,2005,2.568265676498413,IV
Quarterly Journal of Economics,2005,59,IV
Quarterly Journal of Economics,2005,6.186046600341797,IV
Quarterly Journal of Economics,2005,2.6842105388641357,IV
Quarterly Journal of Economics,2005,6.794117450714111,IV
Quarterly Journal of Economics,2005,16.55555534362793,IV
Quarterly Journal of Economics,2005,21,IV
Quarterly Journal of Economics,2005,25.941177368164062,IV
Quarterly Journal of Economics,2005,3.970370292663574,IV
Quarterly Journal of Economics,2005,34,IV
Quarterly Journal of Economics,2005,9.756097793579102,IV
Quarterly Journal of Economics,2005,27.66666603088379,IV
Quarterly Journal of Economics,2005,2.648101329803467,IV
Quarterly Journal of Economics,2005,4.5757575035095215,IV
Quarterly Journal of Economics,2005,0.970588207244873,IV
Quarterly Journal of Economics,2005,7.5,IV
Quarterly Journal of Economics,2005,3.82040810585022,IV
Quarterly Journal of Economics,2005,9.6081085205078125,IV
Quarterly Journal of Economics,2005,76.85713958740234,IV
Quarterly Journal of Economics,2005,85.5,IV
Quarterly Journal of Economics,2005,10.981481552124023,IV
Quarterly Journal of Economics,2005,16.962963104248047,IV
Quarterly Journal of Economics,2005,8.333333015441895,IV
Quarterly Journal of Economics,2005,35,IV
Quarterly Journal of Economics,2005,4.75,IV
Quarterly Journal of Economics,2005,4.916666507720947,IV
Quarterly Journal of Economics,2005,46.5,IV
Quarterly Journal of Economics,2005,3,IV
Quarterly Journal of Economics,2005,4.574344158172607,IV
Quarterly Journal of Economics,2005,15.421052932739258,IV
Quarterly Journal of Economics,2005,3.447674512863159,IV
Quarterly Journal of Economics,2005,2.3333332538604736,IV
Quarterly Journal of Economics,2005,2.482490301132202,IV
Quarterly Journal of Economics,2005,0.7222222089767456,IV
Quarterly Journal of Economics,2005,2.7804877758026123,IV
Quarterly Journal of Economics,2005,1.600000023841858,IV
Quarterly Journal of Economics,2005,6.5,IV
Quarterly Journal of Economics,2005,10.247058868408203,IV
Quarterly Journal of Economics,2005,26.08333396911621,IV
Quarterly Journal of Economics,2005,13,IV
Quarterly Journal of Economics,2005,16.275861740112305,IV
Quarterly Journal of Economics,2005,0.2340425550937653,IV
Quarterly Journal of Economics,2005,24.454545974731445,IV
Quarterly Journal of Economics,2005,17.867923736572266,IV
Quarterly Journal of Economics,2005,0.25806450843811035,IV
Quarterly Journal of Economics,2005,43.57143020629883,IV
Quarterly Journal of Economics,2005,0.01351351384073495,IV
Quarterly Journal of Economics,2005,8.837838172912598,IV
Quarterly Journal of Economics,2005,18,IV
Quarterly Journal of Economics,2005,0.692307710647583,IV
Quarterly Journal of Economics,2005,2.559999942779541,IV
Quarterly Journal of Economics,2005,6,IV
Quarterly Journal of Economics,2005,1.298701286315918,IV
Quarterly Journal of Economics,2005,16,IV
Quarterly Journal of Economics,2005,3.1481480598449707,IV
Quarterly Journal of Economics,2005,16.039215087890625,IV
Quarterly Journal of Economics,2005,27.25,IV
Quarterly Journal of Economics,2005,0.8936170339584351,IV
Quarterly Journal of Economics,2005,0.4545454680919647,IV
Quarterly Journal of Economics,2005,76.85713958740234,IV
Quarterly Journal of Economics,2005,6.3418803215026855,IV
Quarterly Journal of Economics,2005,52.33333206176758,IV
Quarterly Journal of Economics,2005,3.542553186416626,IV
Quarterly Journal of Economics,2005,7.96610164642334,IV
Quarterly Journal of Economics,2005,7.213740348815918,IV
Quarterly Journal of Economics,2005,0.5,IV
Quarterly Journal of Economics,2005,13.5,IV
Quarterly Journal of Economics,2005,6.039735317230225,IV
Quarterly Journal of Economics,2005,3,IV
Quarterly Journal of Economics,2005,3.942073106765747,IV
Quarterly Journal of Economics,2005,4.103519439697266,IV
Quarterly Journal of Economics,2005,12,IV
Quarterly Journal of Economics,2005,0.8099173307418823,IV
Quarterly Journal of Economics,2005,28.7391300201416,IV
Quarterly Journal of Economics,2005,0.8333333134651184,IV
Quarterly Journal of Economics,2005,32.61111068725586,IV
Quarterly Journal of Economics,2005,19.5,IV
Quarterly Journal of Economics,2005,49.5,IV
Quarterly Journal of Economics,2005,9.833333015441896,IV
Quarterly Journal of Economics,2005,15,IV
Quarterly Journal of Economics,2005,32,IV
Quarterly Journal of Economics,2005,0.01754385977983474,IV
Quarterly Journal of Economics,2005,15.5,IV
Quarterly Journal of Economics,2005,28.7391300201416,IV
Quarterly Journal of Economics,2005,23.846153259277344,IV
Quarterly Journal of Economics,2005,19,IV
Quarterly Journal of Economics,2005,4.031468391418457,IV
Quarterly Journal of Economics,2005,14.38888931274414,IV
Quarterly Journal of Economics,2005,13.899999618530272,IV
Quarterly Journal of Economics,2005,0.5166666507720947,IV
Quarterly Journal of Economics,2005,23.535715103149418,IV
Quarterly Journal of Economics,2005,6.388888835906982,IV
Quarterly Journal of Economics,2005,25.285715103149418,IV
Quarterly Journal of Economics,2005,0.125,IV
Quarterly Journal of Economics,2005,62.099998474121094,IV
Quarterly Journal of Economics,2005,9.790322303771973,IV
Quarterly Journal of Economics,2005,20,IV
Quarterly Journal of Economics,2005,37.20000076293945,IV
Quarterly Journal of Economics,2005,43.20000076293945,IV
Quarterly Journal of Economics,2005,24.038461685180664,IV
Quarterly Journal of Economics,2005,4.289719581604004,IV
Quarterly Journal of Economics,2005,3.880531072616577,IV
Quarterly Journal of Economics,2005,4.367815971374512,IV
Quarterly Journal of Economics,2005,16.809524536132812,IV
Quarterly Journal of Economics,2005,15.5,IV
Quarterly Journal of Economics,2005,7.579545497894287,IV
Quarterly Journal of Economics,2005,1.1363636255264282,IV
Quarterly Journal of Economics,2005,50.400001525878906,IV
Quarterly Journal of Economics,2005,10,IV
Quarterly Journal of Economics,2005,51.33333206176758,IV
Quarterly Journal of Economics,2005,38.66666793823242,IV
Quarterly Journal of Economics,2005,0.19354838132858276,IV
Quarterly Journal of Economics,2005,8.186666488647461,IV
Quarterly Journal of Economics,2005,3.6610169410705566,IV
Quarterly Journal of Economics,2005,6,IV
Quarterly Journal of Economics,2005,0.469696968793869,IV
Quarterly Journal of Economics,2005,20.69444465637207,IV
Quarterly Journal of Economics,2005,0.5806451439857483,IV
Quarterly Journal of Economics,2005,63.20000076293945,IV
Quarterly Journal of Economics,2005,36.64285659790039,IV
Quarterly Journal of Economics,2005,2.876033067703247,IV
Quarterly Journal of Economics,2005,1.9459459781646729,IV
Quarterly Journal of Economics,2005,1.5848442316055298,DID
Quarterly Journal of Economics,2005,3.393045425415039,DID
Quarterly Journal of Economics,2005,7.708333492279053,DID
Quarterly Journal of Economics,2005,3.633517265319824,DID
Quarterly Journal of Economics,2005,4.657910346984863,DID
Quarterly Journal of Economics,2005,9.300699234008787,DID
Quarterly Journal of Economics,2005,3.0344014167785645,DID
Quarterly Journal of Economics,2005,3.961451292037964,DID
Quarterly Journal of Economics,2005,10.633620262145996,DID
Quarterly Journal of Economics,2005,2.4570565223693848,DID
Quarterly Journal of Economics,2005,5.418719291687012,DID
Quarterly Journal of Economics,2005,2.945945978164673,DID
Quarterly Journal of Economics,2005,9.57453441619873,DID
Quarterly Journal of Economics,2005,4.117391109466553,DID
Quarterly Journal of Economics,2005,3.501283884048462,DID
Quarterly Journal of Economics,2005,1.169230818748474,DID
Quarterly Journal of Economics,2005,5.32608699798584,DID
Quarterly Journal of Economics,2005,2.3391811847686768,DID
Quarterly Journal of Economics,2005,2.3389830589294434,DID
Quarterly Journal of Economics,2005,5.887754917144775,DID
Quarterly Journal of Economics,2005,6.5714287757873535,DID
Quarterly Journal of Economics,2005,9.196428298950195,DID
Quarterly Journal of Economics,2005,0.4883720874786377,DID
Quarterly Journal of Economics,2005,5.138298034667969,DID
Quarterly Journal of Economics,2005,1.4604462385177612,DID
Quarterly Journal of Economics,2005,8.983051300048828,DID
Quarterly Journal of Economics,2005,0.56886225938797,DID
Quarterly Journal of Economics,2005,1.0526316165924072,DID
Quarterly Journal of Economics,2005,0.731249988079071,DID
Quarterly Journal of Economics,2005,2.596599578857422,DID
Quarterly Journal of Economics,2005,2.1454546451568604,DID
Quarterly Journal of Economics,2005,1.74125874042511,IV
Quarterly Journal of Economics,2005,11.327013969421388,IV
Quarterly Journal of Economics,2005,0.31410256028175354,IV
Quarterly Journal of Economics,2005,1.8550724983215332,IV
Quarterly Journal of Economics,2005,3.1861112117767334,IV
Quarterly Journal of Economics,2005,2.029411792755127,IV
Quarterly Journal of Economics,2005,2.967737913131714,IV
Quarterly Journal of Economics,2005,10.406416893005373,IV
Quarterly Journal of Economics,2005,10.817679405212402,IV
Quarterly Journal of Economics,2005,5.75705623626709,IV
Quarterly Journal of Economics,2005,7.619246959686279,IV
Quarterly Journal of Economics,2005,8.442623138427734,IV
Quarterly Journal of Economics,2005,11.865059852600098,IV
Quarterly Journal of Economics,2005,1.734265685081482,IV
Quarterly Journal of Economics,2005,0.7063025832176208,IV
Quarterly Journal of Economics,2005,0.1866666674613953,IV
Quarterly Journal of Economics,2005,7.6108784675598145,IV
Quarterly Journal of Economics,2005,3.072000026702881,IV
Quarterly Journal of Economics,2005,2.967737913131714,IV
Quarterly Journal of Economics,2005,0.7587535381317139,IV
Quarterly Journal of Economics,2005,4.090909004211426,IV
Quarterly Journal of Economics,2005,2.0568182468414307,IV
Quarterly Journal of Economics,2005,6.210526466369629,IV
Quarterly Journal of Economics,2005,2.8499999046325684,IV
Quarterly Journal of Economics,2005,17.245283126831055,IV
Quarterly Journal of Economics,2005,1.0700000524520874,IV
Quarterly Journal of Economics,2005,2.75,IV
Quarterly Journal of Economics,2005,0.40963855385780334,IV
Quarterly Journal of Economics,2005,2.0227272510528564,IV
Quarterly Journal of Economics,2005,1.7654321193695068,IV
Quarterly Journal of Economics,2005,1.926829218864441,IV
Quarterly Journal of Economics,2005,2.7439024448394775,IV
Quarterly Journal of Economics,2005,0.9408283829689026,IV
Quarterly Journal of Economics,2005,0.44186046719551086,IV
Quarterly Journal of Economics,2005,2.7948718070983887,IV
Quarterly Journal of Economics,2005,2.921875,IV
Quarterly Journal of Economics,2005,2.621951103210449,IV
Quarterly Journal of Economics,2005,6.285714149475098,IV
Quarterly Journal of Economics,2005,2.529411792755127,IV
Quarterly Journal of Economics,2005,4.986111164093018,IV
Quarterly Journal of Economics,2005,2.127907037734986,IV
Quarterly Journal of Economics,2005,4.875,IV
Quarterly Journal of Economics,2005,6.120481967926025,IV
Quarterly Journal of Economics,2005,4.294736862182617,IV
Quarterly Journal of Economics,2005,7.761363506317139,IV
Quarterly Journal of Economics,2005,1.8611111640930176,IV
Quarterly Journal of Economics,2005,0.01587301678955555,IV
Quarterly Journal of Economics,2005,2.341463327407837,IV
Quarterly Journal of Economics,2005,8.406976699829102,IV
Quarterly Journal of Economics,2005,6.5714287757873535,IV
Quarterly Journal of Economics,2005,6.103030204772949,IV
Quarterly Journal of Economics,2005,4.2808990478515625,IV
Quarterly Journal of Economics,2005,5,IV
Quarterly Journal of Economics,2005,6.2537312507629395,IV
Quarterly Journal of Economics,2005,2.7169811725616455,IV
Quarterly Journal of Economics,2005,5.695121765136719,IV
Quarterly Journal of Economics,2005,6.797618865966797,IV
Quarterly Journal of Economics,2005,5.8698225021362305,IV
Quarterly Journal of Economics,2005,4.916666507720947,IV
Quarterly Journal of Economics,2005,2.48888897895813,IV
Quarterly Journal of Economics,2005,1.835164785385132,IV
Quarterly Journal of Economics,2005,2.941176414489746,IV
Quarterly Journal of Economics,2005,0.4166666567325592,IV
Quarterly Journal of Economics,2005,0.42268040776252747,IV
Quarterly Journal of Economics,2005,2.90625,IV
Quarterly Journal of Economics,2005,1.4800000190734863,IV
Quarterly Journal of Economics,2005,1.8764045238494873,IV
Quarterly Journal of Economics,2005,3.384615421295166,IV
Quarterly Journal of Economics,2005,2.200000047683716,IV
Quarterly Journal of Economics,2005,3.019230842590332,IV
Quarterly Journal of Economics,2005,6.375,IV
Quarterly Journal of Economics,2005,7.941860675811768,IV
Quarterly Journal of Economics,2005,2.825000047683716,IV
Quarterly Journal of Economics,2005,1.9873417615890503,IV
Quarterly Journal of Economics,2005,0.1666666716337204,IV
Quarterly Journal of Economics,2005,2.8214285373687744,IV
Quarterly Journal of Economics,2005,4,IV
Quarterly Journal of Economics,2005,0.4864864945411682,IV
Quarterly Journal of Economics,2005,6.3214287757873535,IV
Quarterly Journal of Economics,2005,3.7183098793029785,IV
Quarterly Journal of Economics,2005,6.210526466369629,IV
Quarterly Journal of Economics,2005,5.833333492279053,IV
Quarterly Journal of Economics,2005,0.4545454680919647,IV
Quarterly Journal of Economics,2005,2.261904716491699,IV
Quarterly Journal of Economics,2005,0.06849315017461777,IV
Quarterly Journal of Economics,2005,2.6808509826660156,IV
Quarterly Journal of Economics,2005,6.9210524559021,IV
Quarterly Journal of Economics,2005,3.0352940559387207,IV
Quarterly Journal of Economics,2005,2.8888888359069824,IV
Quarterly Journal of Economics,2005,1.909090876579285,IV
Quarterly Journal of Economics,2005,6.247126579284668,IV
Quarterly Journal of Economics,2005,5.851851940155029,IV
Quarterly Journal of Economics,2005,2.921875,IV
Quarterly Journal of Economics,2005,4.916666507720947,IV
Quarterly Journal of Economics,2005,0.5945945978164673,IV
Quarterly Journal of Economics,2005,6,IV
Quarterly Journal of Economics,2005,2.475409746170044,IV
Quarterly Journal of Economics,2005,2.2117648124694824,IV
Quarterly Journal of Economics,2005,2.8064515590667725,IV
Quarterly Journal of Economics,2005,2.119999885559082,IV
Quarterly Journal of Economics,2005,2.3432836532592773,IV
Quarterly Journal of Economics,2005,2.5161290168762207,IV
Quarterly Journal of Economics,2005,2.3820223808288574,IV
Quarterly Journal of Economics,2005,0.824999988079071,IV
Quarterly Journal of Economics,2005,5.936936855316162,IV
Quarterly Journal of Economics,2005,4.3125,IV
Quarterly Journal of Economics,2005,5.014285564422607,IV
Quarterly Journal of Economics,2005,1.170212745666504,IV
Quarterly Journal of Economics,2005,7.442477703094482,IV
Quarterly Journal of Economics,2005,2.3731343746185303,IV
Quarterly Journal of Economics,2005,1.949152588844299,IV
Quarterly Journal of Economics,2005,2.4918031692504883,IV
Quarterly Journal of Economics,2005,1.8522727489471436,IV
Quarterly Journal of Economics,2005,2.119999885559082,IV
Quarterly Journal of Economics,2005,2.8333332538604736,IV
Quarterly Journal of Economics,2005,0.4722222089767456,IV
Quarterly Journal of Economics,2005,0.7142857313156128,IV
Quarterly Journal of Economics,2005,3.7042253017425537,IV
Quarterly Journal of Economics,2005,2.5399999618530273,IV
Quarterly Journal of Economics,2005,2.8499999046325684,IV
Quarterly Journal of Economics,2005,4.400000095367432,IV
Quarterly Journal of Economics,2005,0.07228915393352509,IV
Quarterly Journal of Economics,2005,3.481481552124023,IV
Quarterly Journal of Economics,2005,2.8953487873077393,IV
Quarterly Journal of Economics,2005,4.515625,IV
Quarterly Journal of Economics,2005,1.7999999523162842,IV
Quarterly Journal of Economics,2005,2.8085105419158936,IV
Quarterly Journal of Economics,2005,7.558139324188232,IV
Quarterly Journal of Economics,2005,0.3492063581943512,IV
Quarterly Journal of Economics,2005,0.6527777910232544,IV
Quarterly Journal of Economics,2005,2.439393997192383,IV
Quarterly Journal of Economics,2005,0.08219178020954132,IV
Quarterly Journal of Economics,2005,1.7692307233810425,IV
Quarterly Journal of Economics,2005,7.666666507720947,IV
Quarterly Journal of Economics,2005,0.837837815284729,IV
Quarterly Journal of Economics,2005,2.471909999847412,IV
Quarterly Journal of Economics,2005,2.3902440071105957,IV
Quarterly Journal of Economics,2005,2.404761791229248,IV
Quarterly Journal of Economics,2005,3.933333396911621,IV
Quarterly Journal of Economics,2005,4.916666507720947,IV
Quarterly Journal of Economics,2005,2.4918031692504883,IV
Quarterly Journal of Economics,2005,15.047618865966797,IV
Quarterly Journal of Economics,2005,0.31081080436706543,IV
Quarterly Journal of Economics,2005,6.1016950607299805,IV
Quarterly Journal of Economics,2005,2.432835817337036,IV
Quarterly Journal of Economics,2005,7.011111259460449,IV
Quarterly Journal of Economics,2005,0.1882352977991104,IV
Quarterly Journal of Economics,2005,1.796296238899231,IV
Quarterly Journal of Economics,2005,3.402777671813965,IV
Quarterly Journal of Economics,2005,2.33695650100708,IV
Quarterly Journal of Economics,2005,0.2222222238779068,DID
Quarterly Journal of Economics,2005,4.285714149475098,DID
Quarterly Journal of Economics,2005,2.4715447425842285,DID
Quarterly Journal of Economics,2005,3.2941176891326904,DID
Quarterly Journal of Economics,2005,6.666666507720947,DID
Quarterly Journal of Economics,2005,2.5999999046325684,DID
Quarterly Journal of Economics,2005,1.2352941036224363,DID
Quarterly Journal of Economics,2005,4.166666507720947,DID
Quarterly Journal of Economics,2005,5.3125,DID
Quarterly Journal of Economics,2005,3.7857143878936768,DID
Quarterly Journal of Economics,2005,5.8125,DID
Quarterly Journal of Economics,2005,7,DID
Quarterly Journal of Economics,2005,1.8571428060531616,DID
Quarterly Journal of Economics,2005,3,DID
Quarterly Journal of Economics,2005,0.9561403393745422,DID
Quarterly Journal of Economics,2005,2.3333332538604736,DID
Quarterly Journal of Economics,2005,4.05555534362793,DID
Quarterly Journal of Economics,2005,1.3666666746139526,DID
Quarterly Journal of Economics,2005,4.44444465637207,DID
Quarterly Journal of Economics,2005,1.7999999523162842,DID
Quarterly Journal of Economics,2005,2.064516067504883,DID
Quarterly Journal of Economics,2005,3.443223476409912,DID
Quarterly Journal of Economics,2005,0.25,DID
Quarterly Journal of Economics,2005,1.8275861740112305,DID
Quarterly Journal of Economics,2005,1.4680850505828855,DID
Quarterly Journal of Economics,2005,2.3333332538604736,DID
Quarterly Journal of Economics,2005,5.199999809265137,DID
Quarterly Journal of Economics,2005,2.3333332538604736,DID
Quarterly Journal of Economics,2005,5.6902174949646,DID
Quarterly Journal of Economics,2005,1.96875,DID
Quarterly Journal of Economics,2005,2.375,DID
Quarterly Journal of Economics,2005,2.8333332538604736,DID
Quarterly Journal of Economics,2005,2.3333332538604736,DID
Quarterly Journal of Economics,2005,4.625,DID
Quarterly Journal of Economics,2005,4.755208492279053,DID
Quarterly Journal of Economics,2005,4.285714149475098,DID
Quarterly Journal of Economics,2005,4.714285850524902,DID
Quarterly Journal of Economics,2005,1.5555555820465088,DID
Quarterly Journal of Economics,2005,0.07407407462596893,DID
Quarterly Journal of Economics,2005,3.8888888359069824,DID
Quarterly Journal of Economics,2005,0.5249999761581421,DID
Quarterly Journal of Economics,2005,5.215789318084717,DID
Quarterly Journal of Economics,2005,2.230769157409668,DID
Quarterly Journal of Economics,2005,1.9622641801834104,DID
Quarterly Journal of Economics,2005,4.636363506317139,DID
Quarterly Journal of Economics,2005,3.3499999046325684,DID
Quarterly Journal of Economics,2005,1.3461538553237915,DID
Quarterly Journal of Economics,2005,2.3333332538604736,DID
Quarterly Journal of Economics,2005,8.5,DID
Quarterly Journal of Economics,2005,4.599999904632568,DID
Quarterly Journal of Economics,2005,3,DID
Quarterly Journal of Economics,2005,1.600000023841858,DID
Quarterly Journal of Economics,2005,0.20000000298023224,DID
Quarterly Journal of Economics,2005,4.313725471496582,DID
Quarterly Journal of Economics,2005,5,DID
