journal,title,year,t,method,top5,top3
Economic Policy,"Evaluating market
consolidation in mobile
communications",2018,0.18341307814992025,IV,0,0
Economic Policy,"Evaluating market
consolidation in mobile
communications",2018,2.0112359550561796,IV,0,0
Economic Policy,"Evaluating market
consolidation in mobile
communications",2018,1.9369469026548671,IV,0,0
Economic Policy,"Evaluating market
consolidation in mobile
communications",2018,1.9001692047377328,IV,0,0
Economic Policy,"Evaluating market
consolidation in mobile
communications",2018,2.594339622641509,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,2.8448275862068964,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,2.24,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,1.5526315789473684,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,0.853658536585366,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,0.0027027027027027,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,2.22,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,1.184466019417476,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,1.5952380952380951,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,1.4899999999999998,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,1.8346456692913389,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,1.2702702702702704,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,0.7362637362637363,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,0.44144144144144143,IV,0,0
Journal of Development Economics,Evaluating seasonal food storage and credit programs in east Indonesia,2015,1.8782608695652172,IV,0,0
Experimental Economics,Experimental departures from self-interest when competing partnerships share output,2015,12.25,RCT,0,0
Experimental Economics,Experimental departures from self-interest when competing partnerships share output,2015,6.122448979591836,RCT,0,0
Experimental Economics,Experimental departures from self-interest when competing partnerships share output,2015,12.25,RCT,0,0
Experimental Economics,Experimental departures from self-interest when competing partnerships share output,2015,6.122448979591836,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.9158878504672896,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.3176470588235294,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.7183098591549295,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.825503355704698,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.7923076923076923,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.1567567567567567,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.0958904109589045,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.07042253521126761,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.9120603015075376,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.2417582417582418,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.5652173913043477,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.0975609756097561,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.3733333333333333,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.6863636363636363,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.27522935779816515,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,2.306501547987616,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,3.791208791208791,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.9322033898305084,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.5081967213114755,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.6132596685082872,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.273972602739726,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,2.08974358974359,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.510989010989011,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.856353591160221,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.8763250883392227,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.975,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.3644067796610169,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.9078947368421052,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.14864864864864866,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.33507853403141363,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,3.4444444444444446,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.1989247311827957,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,2.1875,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.8256880733944953,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,2.390625,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.10062893081761,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.2030075187969924,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,2.2115384615384617,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.17955801104972377,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.5917159763313609,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.0185185185185186,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.28703703703703703,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.7011494252873565,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.16580310880829016,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.01136363636363636,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.267813267813268,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.6714285714285714,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.8778280542986425,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.855263157894737,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.6846153846153846,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.937007874015748,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.9761904761904762,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.20833333333333331,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.7071428571428569,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.01388888888888889,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.2907801418439715,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.3303571428571428,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.42424242424242425,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.364864864864865,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,2.0883797054009823,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.35772357723577236,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.5333333333333334,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.5614035087719298,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.206896551724138,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,0.888888888888889,RCT,0,0
Journal of Public Economics,Experimental evidence on scaling up education reforms in Kenya,2018,1.4350282485875707,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.16666666666666666,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.9,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.7619047619047619,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.1,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.5,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.13636363636363635,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.1666666666666667,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.7272727272727273,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.6086956521739131,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.7727272727272727,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.6086956521739131,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.7692307692307693,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.3636363636363637,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.7619047619047619,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.13636363636363635,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.6428571428571429,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.7692307692307693,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.1,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.8571428571428571,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.782608695652174,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.7727272727272727,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.6190476190476191,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.8888888888888888,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.7692307692307693,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.9130434782608696,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.5625,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.9444444444444444,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.3636363636363635,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.6206896551724138,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.736842105263158,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.1176470588235294,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.7857142857142857,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.6666666666666666,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.5909090909090909,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.3333333333333333,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.6190476190476191,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.25,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.75,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.8333333333333333,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.28,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.7142857142857143,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.8620689655172413,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.35,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.2857142857142858,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.736842105263158,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.25,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.1923076923076923,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.47619047619047616,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.4444444444444444,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.6428571428571429,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.7142857142857143,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.1785714285714286,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.4074074074074074,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.6875,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.2222222222222223,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.3461538461538465,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.9444444444444444,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.1,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.4375,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.9333333333333331,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.3125,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.8823529411764703,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.6551724137931034,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.25,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.9629629629629628,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.8571428571428571,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.7692307692307693,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.12,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.8888888888888888,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.6818181818181818,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.09523809523809525,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.6086956521739131,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.1,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.7777777777777777,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.8888888888888888,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.3333333333333333,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.04545454545454545,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.8888888888888888,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.18181818181818185,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,1.7777777777777777,RCT,0,0
Journal of Public Economics,Experimentally estimated impacts of school vouchers on college enrollment and degree attainment,2015,0.8571428571428571,RCT,0,0
AEJ: Applied Economics,Exploiting Externalities to Estimate the Long-Term Effects of Early Childhood Deworming,2018,1.385171608213435,RCT,0,0
AEJ: Applied Economics,Exploiting Externalities to Estimate the Long-Term Effects of Early Childhood Deworming,2018,0.8523857979575752,RCT,0,0
AEJ: Applied Economics,Exploiting Externalities to Estimate the Long-Term Effects of Early Childhood Deworming,2018,0.0300840766201891,RCT,0,0
AEJ: Applied Economics,Exploiting Externalities to Estimate the Long-Term Effects of Early Childhood Deworming,2018,1.911035647549118,RCT,0,0
AEJ: Applied Economics,Exploiting Externalities to Estimate the Long-Term Effects of Early Childhood Deworming,2018,0.9039913275644016,RCT,0,0
AEJ: Applied Economics,Exploiting Externalities to Estimate the Long-Term Effects of Early Childhood Deworming,2018,1.8807936081512509,RCT,0,0
AEJ: Applied Economics,Exploiting Externalities to Estimate the Long-Term Effects of Early Childhood Deworming,2018,1.8807936081512504,RCT,0,0
AEJ: Applied Economics,Exploiting Externalities to Estimate the Long-Term Effects of Early Childhood Deworming,2018,2.408915545815461,RCT,0,0
AEJ: Applied Economics,Exploiting Externalities to Estimate the Long-Term Effects of Early Childhood Deworming,2018,0.05015358346473365,RCT,0,0
AEJ: Applied Economics,Exploiting Externalities to Estimate the Long-Term Effects of Early Childhood Deworming,2018,1.8807936081512509,RCT,0,0
American Economic Review,Export Destinations and Input Prices,2018,2.84,IV,1,1
American Economic Review,Export Destinations and Input Prices,2018,2.8,IV,1,1
American Economic Review,Export Destinations and Input Prices,2018,2.6153846153846154,IV,1,1
American Economic Review,Export Destinations and Input Prices,2018,2.1538461538461537,IV,1,1
American Economic Review,Export Destinations and Input Prices,2018,2.1538461538461537,IV,1,1
American Economic Review,Export Destinations and Input Prices,2018,1.7878787878787876,IV,1,1
American Economic Review,Export Destinations and Input Prices,2018,2.9047619047619047,IV,1,1
American Economic Review,Export Destinations and Input Prices,2018,2.92,IV,1,1
American Economic Review,Export Destinations and Input Prices,2018,2.9615384615384617,IV,1,1
American Economic Review,Export Destinations and Input Prices,2018,2.4324324324324325,IV,1,1
American Economic Review,Export Destinations and Input Prices,2018,3.1428571428571432,IV,1,1
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,0.7799999999999999,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,1.880952380952381,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,2.857142857142857,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,1.7599999999999998,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,0.6666666666666667,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,1.5612244897959182,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,0.7500000000000001,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,3.3157894736842106,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,2.6,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,0.5,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,2.456521739130435,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,2.5588235294117645,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,2.0833333333333335,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,2.758620689655172,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,2.64,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,0.18867924528301888,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,1.7000000000000002,IV,0,0
Journal of International Economics,"Export expansion, skill acquisition and industry specialization: evidence
from china",2018,1.6666666666666667,IV,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,1.7058823529411764,DID,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,0.20813397129186603,IV,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,1.6607142857142856,IV,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,2.625,DID,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,0.33333333333333337,DID,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,0.3636363636363637,IV,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,3.2,DID,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,2.121212121212121,IV,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,2.5416666666666665,DID,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,2.689655172413793,IV,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,2.586206896551724,IV,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,0.375,DID,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,1.8654073199527743,DID,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,0.8571428571428571,DID,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,1.8476821192052983,DID,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,1.022222222222222,IV,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,0.3611111111111111,DID,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,1.777777777777778,IV,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,1.777777777777778,IV,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,1.0319488817891374,IV,0,0
Journal of International Economics,Exposure to Chinese imports and media slant: Evidence from 147 U.S. local newspapers over 1998Ð2012,2018,3,IV,0,0
Journal of the European Economic Association,"FERTILITY AND EARLY-LIFE MORTALITY:
EVIDENCE FROM SMALLPOX VACCINATION
IN SWEDEN",2018,3.293577981651376,IV,0,0
Journal of the European Economic Association,"FERTILITY AND EARLY-LIFE MORTALITY:
EVIDENCE FROM SMALLPOX VACCINATION
IN SWEDEN",2018,4.538461538461538,DID,0,0
Journal of the European Economic Association,"FERTILITY AND EARLY-LIFE MORTALITY:
EVIDENCE FROM SMALLPOX VACCINATION
IN SWEDEN",2018,27.262443438914023,DID,0,0
Journal of the European Economic Association,"FERTILITY AND EARLY-LIFE MORTALITY:
EVIDENCE FROM SMALLPOX VACCINATION
IN SWEDEN",2018,4.934579439252337,DID,0,0
Journal of the European Economic Association,"FERTILITY AND EARLY-LIFE MORTALITY:
EVIDENCE FROM SMALLPOX VACCINATION
IN SWEDEN",2018,0.4779220779220779,DID,0,0
Journal of the European Economic Association,"FERTILITY AND EARLY-LIFE MORTALITY:
EVIDENCE FROM SMALLPOX VACCINATION
IN SWEDEN",2018,2.3421052631578947,DID,0,0
Journal of the European Economic Association,"FERTILITY AND EARLY-LIFE MORTALITY:
EVIDENCE FROM SMALLPOX VACCINATION
IN SWEDEN",2018,5.028037383177571,DID,0,0
Journal of the European Economic Association,"FERTILITY AND EARLY-LIFE MORTALITY:
EVIDENCE FROM SMALLPOX VACCINATION
IN SWEDEN",2018,44.623655913978496,DID,0,0
Journal of the European Economic Association,"FERTILITY AND EARLY-LIFE MORTALITY:
EVIDENCE FROM SMALLPOX VACCINATION
IN SWEDEN",2018,4.88,DID,0,0
Journal of the European Economic Association,"FERTILITY AND EARLY-LIFE MORTALITY:
EVIDENCE FROM SMALLPOX VACCINATION
IN SWEDEN",2018,2.633587786259542,DID,0,0
